film_id,budget,revenue,dir_id
43955,120000000,186053725,4928
43956,0,233755553,4963
43957,75000000,200276000,4772
43958,90000000,201596308,4964
43959,88000000,243637091,4885
43960,100000000,235926552,4799
43961,90000000,182290266,4858
43962,90000000,171120329,4804
43963,95000000,190213455,4889
43964,80000000,162944923,4965
43965,90000000,174578751,4966
43966,95000000,156505388,4915
43967,90000000,334901337,4868
43968,68000000,118063304,4880
43969,92000000,143049560,4923
43970,90000000,60874615,4967
43971,90000000,484635760,4887
43972,100000000,93700000,4885
43973,90000000,0,4968
43974,90000000,140807547,4969
43975,100000000,35168966,4970
43976,20000000,79114085,4971
43977,88000000,108539911,4846
43978,90000000,16178959,4972
43979,87000000,148336445,4973
43980,92000000,494471524,4915
43981,90000000,429632142,4804
43982,100000000,384335608,4845
43983,75000000,288500217,4876
43984,85000000,315156409,4833
43985,85000000,450717150,4909
43986,75000000,132274484,4974
43987,85000000,358375603,4975
43988,85000000,340487652,4976
43989,85000000,208076205,4977
43990,85000000,183611771,4976
43991,75000000,152930623,4786
43992,85000000,194168700,4978
43993,90000000,250649836,4923
43994,85000000,219103655,4978
43995,85000000,311312624,4909
43996,85000000,197309027,4979
43997,85000000,288747895,4980
43998,68000000,96976270,4981
43999,85000000,80916492,4782
44000,85000000,137298489,4890
44001,85000000,162242962,4775
44002,85000000,158468292,4802
44003,0,0,4982
44004,90000000,142940100,4983
44005,85000000,78382433,4984
44006,0,37823676,4985
44007,85000000,183018522,4986
44008,60000000,47664559,4987
44009,60000000,74208267,4988
44010,84000000,123307945,4989
44011,84000000,275650703,4913
44012,50000000,41037742,4990
44013,82500000,237681299,4917
44014,8000000,21028755,4991
44015,85000000,112483764,4907
44016,85000000,222231186,4813
44017,85000000,160388063,4798
44018,65000000,84785914,4829
44019,82000000,96085477,4908
44020,80000000,484572835,4812
44021,80000000,274470394,4992
44022,80000000,457696359,4967
44023,75000000,691210692,4973
44024,80000000,254455986,4993
44025,80000000,280000000,4785
44026,80000000,343397247,4994
44027,80000000,145771527,4825
44028,85000000,144000000,4995
44029,75000000,140464664,4996
44030,84000000,0,4862
44031,82000000,190320568,4989
44032,75000000,342695435,4821
44033,80000000,246984278,4964
44034,80000000,230685453,4989
44035,80000000,266728738,4978
44036,80000000,294804195,4809
44037,80000000,163733697,4997
44038,75000000,260696994,4933
44039,80000000,245676146,4893
44040,80000000,212874442,4998
44041,80000000,181001478,4764
44042,80000000,214918407,4964
44043,75000000,224012234,4930
44044,80000000,178066569,4999
44045,79000000,173013509,5000
44046,80000000,157107755,5001
44047,80000000,177977226,5002
44048,80000000,91188905,4915
44049,80000000,250200000,5003
44050,0,0,4842
44051,80000000,233093859,5004
44052,75000000,136982834,4866
44053,68000000,211817906,4811
44054,70000000,164000000,5005
44055,80000000,201584141,5006
44056,80000000,122563539,5007
44057,80000000,169852759,4917
44058,80000000,136159423,5008
44059,80000000,96105964,5009
44061,80000000,473226958,4975
44062,80000000,90874570,5011
44063,80000000,123729176,4855
44064,90000000,0,4942
44065,102000000,147080413,4922
44066,75000000,142400065,4791
44067,85000000,71485043,5012
44068,85000000,0,5013
44069,88000000,105316267,5014
44070,70000000,101371017,4785
44071,0,0,5015
44072,0,43312294,4859
44073,80000000,122444772,4826
44074,80000000,34566746,4904
44075,80000000,159212469,4810
44076,80000000,126546518,4982
44077,44000000,21400000,5016
44078,80000000,68514844,5017
44079,80000000,53825515,4775
44080,80000000,19480739,4866
44081,80000000,17626234,5018
44082,90000000,69131860,4845
44083,90000000,146936910,4869
44084,80000000,33463969,5019
44085,86000000,107944236,4949
44086,0,19406406,5020
44087,80000000,5989640,4935
44088,130000000,117831631,4974
44089,8000000,0,5021
44090,60000000,313542341,4846
44091,45000000,788241776,5022
44092,79000000,355692760,4907
44093,78000000,248384621,5023
44094,78000000,209196298,4786
44095,100000000,108103450,4851
44096,79000000,149673788,4964
44097,76000000,236350661,5024
44098,64000000,97571250,4877
44099,80000000,15071514,5025
44100,76000000,35134820,5026
44101,75000000,875958308,5027
44102,78000000,179265204,5028
44103,76000000,970761885,5029
44104,75000000,816969268,4803
44105,73000000,229074524,4799
44106,75000000,532680671,4841
44107,76000000,69959751,4882
44108,75000000,296339527,4772
44109,75000000,258270008,4962
44110,75000000,335062621,4788
44111,80000000,660940780,4887
44112,75000000,196482882,4989
44113,50000000,90450008,4998
44114,80000000,78000586,4958
44115,75000000,0,5030
44116,75000000,117698894,4873
44117,80000000,271430189,4964
44118,60000000,219417255,4799
44119,35000000,73034460,4966
44120,75000000,215663859,4791
44121,75000000,119000410,5031
44122,75000000,367275019,5032
44123,70000000,154937680,4872
44124,53000000,95226116,5033
44125,70000000,130358911,4799
44126,70000000,85632458,5034
44127,75000000,98159963,5035
44128,75000000,108145109,4888
44129,80000000,55041367,4899
44130,75000000,140175006,5036
44131,75000000,67631903,5037
44132,55000000,127600435,5038
44133,75000000,0,5039
44134,75000000,226904017,4986
44135,52000000,77944725,5040
44136,75000000,36754634,5041
44137,75000000,51142659,5042
44138,75000000,14567883,4974
44139,0,5802422,5043
44140,75000000,5409517,5044
44141,45000000,21009180,4956
44142,75000000,248118121,4854
44143,74000000,1156730962,5045
44144,82000000,89792502,4771
44145,73000000,103891409,4967
44146,75000000,13100000,5037
44147,73000000,349779543,5046
44148,70000000,111231041,5039
44149,75000000,61458982,5047
44150,70000000,86658558,4782
44151,72500000,162966177,4925
44152,70000000,176104344,5048
44153,72000000,210000000,5049
44154,72000000,96889998,4764
44155,75000000,527068851,5050
44156,72000000,37317558,5051
44157,94000000,54744738,4958
44159,60000000,256697520,4854
44160,71000000,294456605,5052
44162,150000000,919838758,4774
44163,120000000,461983149,4790
44164,70000000,309457509,5053
44165,70000000,277448382,4810
44166,74000000,311594032,5054
44167,80000000,309492681,4846
44168,70000000,319131050,4927
44169,70000000,300854823,4799
44170,70000000,240031094,4958
44171,80000000,116643346,5055
44172,68000000,203388341,5056
44173,75000000,42285169,4854
44174,70000000,171183863,4974
44175,75000000,443140005,5052
44176,75000000,114660784,5057
44177,70000000,161025640,5034
44178,70000000,118000000,5058
44179,70000000,202466756,4849
44180,70000000,122919055,4785
44181,0,0,5031
44182,66000000,177584879,4799
44183,70000000,154984035,5059
44184,70000000,90000098,4762
44185,70000000,134748021,4839
44186,70000000,215529201,5060
44187,70000000,116672912,4863
44188,70000000,135560026,4830
44189,70000000,131457682,4981
44190,70000000,67112664,4846
44191,70000000,65977295,4892
44192,60000000,55987321,5061
44193,70000000,33561137,5052
44194,70000000,160112671,5062
44195,75000000,59418613,4998
44196,70000000,32287044,5063
44197,66000000,57777106,5064
44198,0,0,4890
44199,70000000,19924033,5065
44200,70000000,19870567,5066
44201,75000000,13596911,5067
44202,70000000,18662027,5068
44203,70000000,17752940,4918
44204,70000000,57958696,5069
44205,70000000,38629478,5070
44206,50000000,122915111,5071
44207,70000000,61279452,4958
44208,68000000,193000000,5072
44209,68000000,698491347,5073
44210,68000000,71069884,4947
44211,69000000,543513985,5029
44212,60000000,35431113,5074
44213,68000000,217022588,5075
44214,70000000,39041505,5076
44215,68000000,29762011,5077
44216,36000000,83160734,5067
44217,90000000,60289912,4918
44218,80000000,52099090,5078
44219,70000000,113280098,4779
44220,69000000,86387857,4948
44221,69000000,112265139,4962
44222,66000000,212404396,4988
44223,66000000,189198313,5079
44224,67000000,25303038,5080
44225,70000000,481840909,4799
44226,66000000,203277636,5081
44227,70000000,374111707,4978
44228,59000000,383257136,4933
44229,68000000,75715436,5082
44230,65000000,275293450,4799
44231,63000000,463517383,4805
44232,52000000,355237933,4846
44233,65000000,172855065,5083
44234,61000000,441809770,5084
44235,65000000,250821495,5085
44236,65000000,128107642,4925
44237,95000000,250288523,4791
44238,65000000,211780824,4993
44239,65000000,163442937,5086
44240,65000000,128884132,5087
44241,70000000,255000211,4958
44242,50000000,150270147,4893
44243,65000000,69700000,4832
44244,63000000,162945894,4839
44245,65000000,0,4797
44246,65000000,179379533,5088
44247,65000000,162091208,5089
44248,65000000,133821816,5090
44249,50100000,153962963,5091
44250,65000000,156974557,4793
44251,65000000,128905366,5092
44252,4200000,38376497,4971
44253,65000000,0,5031
44254,65000000,240159255,4974
44255,45000000,73762516,4974
44256,65000000,89456761,4958
44257,65000000,0,5093
44258,65000000,64321501,4808
44259,63000000,100853753,4829
44260,65000000,43545364,4793
44261,65000000,17218080,5094
44262,65000000,0,5085
44263,65000000,71154592,5095
44264,50000000,42093706,5096
44265,43000000,56681566,5079
44266,65000000,39407616,5097
44267,64000000,74608570,4965
44268,55000000,203427584,5098
44269,50000000,132180323,4936
44270,63000000,296655431,4948
44271,65000000,44091067,4856
44272,63000000,920100000,4799
44273,63000000,25052000,5082
44274,62000000,215887717,4880
44276,64000000,101595121,5100
44277,62000000,127666415,4826
44278,62000000,107879496,5101
44279,62000000,41819064,5102
44280,62000000,18720175,5103
44281,44000000,155760117,4927
44282,53000000,0,5104
44283,63000000,183953723,5105
44284,65000000,422610419,4771
44285,80000000,516642939,4948
44286,60000000,244082376,5106
44287,60000000,284600000,5051
44288,0,253625427,4963
44289,150000000,314432665,4929
44290,61000000,369330363,4829
44291,60000000,214034224,4813
44292,58000000,352194034,4791
44293,60000000,149705852,4930
44294,60000000,264118201,4871
44295,70000000,218613188,4855
44296,60000000,164433867,5048
44297,61000000,131940411,5098
44298,60000000,93375151,4941
44299,60000000,176070171,5033
44300,60000000,93354918,5107
44301,60000000,171757863,4841
44302,70000000,171844840,5108
44303,60000000,157920733,4923
44304,60000000,129181830,4998
44305,61000000,311256926,5109
44306,60000000,204594016,5110
44307,60000000,0,4786
44308,58000000,71664962,4886
44309,55000000,100230832,4839
44310,60000000,186883563,5111
44311,65000000,217764291,4918
44312,60000000,165333180,4926
44313,60000000,74541707,5112
44314,60000000,218340595,4850
44315,60000000,73648228,4958
44316,60000000,0,5113
44317,60000000,137551594,4909
44318,0,0,5114
44319,60000000,124596398,5044
44320,60000000,163403799,4854
44321,70000000,130293714,4923
44322,50000000,61112916,5115
44323,60000000,170268750,4993
44324,60000000,129832389,5116
44325,66000000,99318987,4798
44326,70000000,56702901,5117
44327,60000000,107139399,5118
44328,60000000,159330280,5070
44329,60000000,96269812,4893
44330,60000000,0,5119
44331,60000000,50877145,5120
44332,0,0,5121
44333,60000000,104324083,5122
44334,60000000,50549107,4847
44335,60000000,101134059,5123
44336,60000000,205754447,5124
44337,70000000,162000000,5125
44338,61000000,95696996,5034
44339,60000000,108255770,5126
44340,75000000,46683377,5127
44341,60000000,469160692,4959
44342,0,0,5128
44343,60000000,43061982,5079
44344,60000000,105200903,5129
44345,60000000,62357900,5130
44346,60000000,122233971,5087
44347,60000000,87784194,5131
44348,78146652,60000000,4891
44349,65000000,36850101,5132
44350,60000000,77920346,5055
44351,70000000,104945765,5133
44352,60000000,67312826,5134
44353,60000000,119940815,5135
44354,0,0,5136
44355,80000000,74901339,4791
44356,60000000,33956608,4935
44357,60000000,55003135,5130
44358,60000000,73174566,5119
44359,60000000,0,5137
44360,60000000,31720158,4857
44361,80000000,39459427,5111
44362,60000000,47383689,5056
44363,0,141702264,5105
44364,60000000,71073932,4859
44365,60000000,78309131,5138
44366,60000000,26288320,4879
44367,60000000,26673242,4974
44368,60000000,52322400,4812
44369,50000000,49111202,4967
44370,60000000,17800000,5139
44371,72000000,27642707,5140
44372,90000000,14828081,5141
44373,60000000,30800231,5142
44374,60000000,90565421,5143
44375,60000000,50650079,5115
44376,30000000,25473093,5144
44377,80000000,0,4846
44378,60000000,57490374,5145
44379,60000000,39031337,5146
44380,60000000,30418560,5147
44381,60000000,0,5148
44382,35000000,0,4791
44384,80000000,10166502,5150
44385,58000000,783112979,5151
44386,60000000,0,5152
44387,58800000,542307423,5087
44388,58000000,158162788,4910
44389,58000000,102854431,4955
44390,83000000,59468275,5116
44391,63000000,189015611,5153
44392,58000000,41299492,5059
44393,60000000,0,4917
44394,58000000,85280250,5107
44395,58000000,44000000,4842
44396,60000000,300228084,4974
44397,58000000,50365377,5154
44398,57000000,152944660,5093
44399,70000000,58058367,5155
44400,57000000,115267375,4810
44401,60000000,61347797,4786
44402,57000000,149217355,5156
44403,57000000,62112895,5157
44404,56000000,113006880,4998
44405,56000000,57223890,5158
44406,55000000,677945399,4804
44407,60000000,361366633,5105
44408,55000000,330444045,4948
44409,55000000,346079773,5159
44410,55000000,300218018,4866
44411,54000000,128769345,4812
44412,70000000,368100420,5039
44413,55000000,0,5160
44414,55000000,231449203,5161
44415,55000000,95000000,4876
44416,55000000,152263880,4842
44417,50000000,287928194,4938
44418,55000000,192330738,5034
44419,55000000,154906693,5162
44420,53000000,157387195,4923
44421,55000000,307077295,5163
44422,55000000,223387299,4886
44423,55000000,214015089,5037
44424,55000000,198685114,4938
44425,30000000,180949000,4927
44426,55000000,0,4947
44427,30000000,152159461,4927
44428,55000000,63408614,4972
44429,55000000,149022650,4804
44430,55000000,56932305,5164
44431,55000000,121969216,5134
44432,55000000,187361754,4955
44433,55000000,127906624,4858
44434,55000000,110000000,5165
44435,50000000,159773545,4829
44436,55000000,141047179,5166
44437,55000000,41610884,5167
44438,50000000,75000000,5008
44439,55000000,259207227,5168
44440,68000000,68267862,5169
44441,55000000,34234008,5170
44442,80000000,0,4832
44443,55000000,33828318,5067
44444,0,33472850,5171
44445,60000000,118338361,5172
44446,55000000,113020255,5087
44447,50000000,60209334,4984
44448,55000000,18626419,4923
44449,70000000,154648887,4892
44450,55000000,74237563,5173
44451,62000000,52304001,5174
44452,56000000,12923936,5175
44453,55000000,11466088,5176
44454,55000000,0,4994
44455,50000000,80383290,4834
44456,57000000,28283637,5058
44457,55000000,89519773,5177
44458,47000000,0,5125
44459,2000000,9250000,5089
44460,55000000,6416302,5178
44461,54000000,155010032,4798
44462,55000000,168167691,5163
44463,55000000,9489829,5141
44464,54000000,136766062,5179
44465,57000000,52034889,5056
44466,54000000,130431368,4781
44467,54000000,190458706,5180
44468,54000000,7266209,4983
44469,55000000,9450897,5117
44470,46000000,107196498,5024
44471,53000000,139804348,5041
44472,52500000,179213434,4796
44473,75000000,54249294,5137
44474,53000000,98837872,5181
44475,90000000,65900249,5087
44476,53000000,126690726,5033
44477,67000000,25037897,5097
44478,0,0,5009
44479,0,5761917,5182
44480,52000000,352114312,4799
44481,40000000,132820716,4970
44482,52000000,204999686,4878
44483,52000000,609841637,5183
44484,52000000,216485654,5053
44485,50000000,110803676,5184
44486,52000000,98126565,5185
44487,52000000,75450437,5186
44488,82000000,47434430,5187
44489,52000000,116112375,4809
44490,52000000,52826594,5188
44491,52000000,0,5189
44492,51000000,149270999,5067
44493,51000000,72779000,5190
44494,0,47231070,5191
44495,50000000,709827462,4780
44496,60000000,484409218,4774
44497,50200000,127869379,5192
44498,48000000,390493908,4814
44499,50000000,273552592,5056
44500,50000000,549368315,5075
44501,50000000,314178011,4899
44502,50000000,202292902,4812
44503,50000000,173649015,4925
44504,50000000,171269535,5013
44505,50000000,260095987,4795
44506,52000000,256271286,4909
44507,50000000,177371441,5132
44508,50000000,188441614,4959
44509,60000000,223664608,5193
44510,70000000,225990978,4878
44511,50000000,216972543,5194
44512,0,0,4885
44513,50000000,242786137,5155
44514,50000000,212902372,4775
44515,45000000,184376254,5195
44516,90000000,161626121,5196
44517,50000000,152022101,5197
44518,50000000,120081841,5056
44519,50000000,155446362,4865
44520,50000000,88715192,5164
44521,50000000,161451538,5198
44522,50000000,142851197,5091
44523,50000000,200804534,5199
44524,60000000,0,5200
44525,50000000,110206216,5201
44526,50000000,189859560,4833
44527,50000000,222809600,5202
44528,50000000,106303988,5203
44529,54000000,132511035,5204
44530,50000000,88323487,5186
44531,50000000,69834815,5205
44532,50000000,66002004,5206
44533,50000000,100020092,5207
44534,50000000,224803475,5208
44535,50000000,119137784,5209
44536,50000000,144492830,4999
44537,50000000,94000000,5210
44538,50000000,69411370,4788
44539,50000000,97437106,5211
44540,45000000,82800000,5212
44541,50000000,50068310,5087
44542,50000000,48169156,4779
44543,50000000,109423648,4829
44544,50000000,97607453,5213
44545,0,0,5214
44546,50000000,234989584,5215
44547,50000000,44547681,5033
44548,50000000,160602194,5216
44549,50000000,119208989,5217
44550,50000000,41482207,5017
44551,50000000,83719388,5186
44552,50000000,0,4996
44553,45000000,129394835,5218
44554,50000000,40203020,5219
44555,50000000,55495563,5220
44556,50000000,49000000,5221
44557,50000000,69425966,5097
44558,40000000,144056873,5222
44559,50000000,49718611,5053
44560,40000000,60462347,5204
44561,50000000,0,4767
44562,50000000,113309743,5223
44563,50000000,83761844,5164
44564,50000000,105197635,5087
44565,50000000,56714147,5224
44566,50000000,30303072,4866
44567,50000000,82169884,5225
44568,50000000,58900031,5101
44569,44000000,63327201,5226
44570,50000000,42792561,4890
44571,50000000,26199517,5087
44572,50000000,60161391,4936
44573,50000000,42277365,5227
44574,70000000,23159305,4822
44575,50000000,34808403,5228
44576,50000000,25035950,4973
44577,50000000,38955598,5166
44578,40000000,0,5152
44579,50000000,71561644,5202
44580,51500000,55112356,5229
44581,50000000,44434439,5230
44582,60000000,66976317,4949
44583,49900000,26121638,5231
44584,50000000,38502340,5232
44585,50000000,10541523,5233
44586,50000000,16671505,5234
44587,50000000,10382407,4819
44588,22000000,24188922,4813
44589,50000000,22944502,4923
44590,50000000,9851610,5170
44591,50000000,40828540,5156
44592,60000000,60052138,5235
44593,55000000,0,5236
44594,50000000,55969000,4960
44595,50000000,6808550,5237
44596,60000000,0,5031
44597,50000000,28931401,5238
44598,50000000,12764201,5061
44599,49000000,72700000,5239
44600,49000000,20423389,4958
44601,50000000,36348784,5240
44602,48000000,207515725,4909
44603,48000000,474171806,4799
44604,0,68929150,4857
44605,49000000,104399548,4896
44606,73000000,151493655,4880
44607,48000000,196397415,4829
44608,0,0,5241
