film_id,budget,revenue,dir_id
44609,75000000,108000000,5123
44610,50000000,3324330,4977
44611,48000000,85498534,5038
44612,48000000,50315140,5145
44613,0,0,4900
44614,48000000,90383208,5130
44615,58000000,25928721,5179
44616,55000000,70016220,4900
44617,48000000,325771424,5242
44618,48000000,77745568,4909
44619,47000000,102825796,4960
44620,0,528972,5243
44621,47000000,103738726,5244
44622,48000000,124305181,4890
44623,48000000,35743308,5245
44624,15000000,125212904,5246
44626,47000000,38085778,5248
44627,47000000,12379402,5249
44628,38000000,299288605,5250
44629,0,0,5200
44630,46000000,113714830,4765
44631,46000000,150000000,5058
44632,47000000,10539000,5165
44633,46000000,100860818,4863
44634,45000000,181000000,4812
44635,25000000,15436808,5251
44636,46000000,5200000,5252
44637,46000000,341631208,5116
44638,45000000,376141306,5242
44639,48000000,220673217,5253
44640,45000000,212000000,5132
44641,45000000,101702060,5006
44642,40000000,95149435,5053
44643,45000000,195268056,4969
44644,45000000,117615211,4892
44645,45000000,175372502,5101
44646,45000000,178051587,4880
44647,43000000,154749918,5035
44648,46000000,122126687,5254
44649,45000000,104876233,5034
44650,45000000,90683916,4862
44651,45000000,141220678,5100
44652,45000000,165184237,4834
44653,45000000,131183530,5028
44654,30000000,76669806,5255
44655,45000000,94935764,5256
44656,45000000,136885767,5257
44657,45000000,113916474,5114
44658,40000000,244931766,5240
44659,120000000,363258859,4766
44660,35000000,74558115,5001
44661,45000000,170362582,5257
44662,45000000,53854588,5042
44663,0,0,5258
44664,45000000,56070433,5161
44665,50000000,104478416,5259
44666,0,0,5260
44667,45000000,148412065,5261
44668,40000000,123494610,4917
44669,45000000,38399961,5162
44670,45000000,0,5182
44671,45000000,0,4947
44672,45000000,82966152,4839
44673,25000000,56422687,5262
44674,40000000,160583018,5263
44675,50000000,55181129,5264
44676,40000000,30925690,5265
44677,0,0,5266
44678,35000000,75225693,4764
44679,55000000,65664721,4866
44680,70000000,72108608,5267
44681,45000000,0,5268
44682,45000000,0,5130
44683,45000000,57881056,5269
44684,35000000,29400000,5270
44685,45000000,38058335,5271
44686,45000000,17300889,5272
44687,57000000,0,5273
44688,44000000,13681765,4839
44689,45000000,60222298,5096
44690,45000000,11203026,4815
44691,45000000,9323833,5195
44693,45000000,42487390,5274
44694,40000000,8493890,4776
44695,45000000,4607608,4797
44696,45000000,2154540,5275
44697,45000000,160078586,5276
44698,65000000,73706,5277
44699,44500000,232324128,5278
44700,44000000,368875760,4984
44701,40000000,136000000,5039
44702,44000000,165615285,5037
44703,44000000,300400432,5275
44704,44000000,0,5279
44705,2600000,84300000,5280
44706,44000000,3484331,5281
44707,50000000,111340801,4916
44708,40000000,34227298,5282
44709,43000000,80049764,5283
44710,43000000,0,5052
44711,45000000,50871113,4873
44712,43000000,68696770,5284
44713,42000000,270248367,4965
44714,44000000,48190704,5285
44715,40000000,51070807,4930
44716,42000000,201585328,4959
44717,42000000,363889678,5256
44718,45000000,224834564,5286
44719,42000000,171963386,5287
44720,40000000,70100000,5288
44721,43000000,158674180,4860
44722,31115000,71000000,5289
44723,0,73100172,4917
44724,42000000,63781810,5220
44725,42000000,0,5290
44726,32000000,55157539,5291
44728,32000000,156167015,5292
44729,42000000,89162162,5293
44730,60000000,56359980,5294
44731,48000000,20915465,5295
44732,42000000,24127895,5226
44734,40000000,36893721,5296
44735,44000000,12342632,5297
44736,42000000,11087569,5298
44737,33000000,14000000,5125
44738,41000000,215000000,5182
44740,65000000,117487473,5196
44741,41000000,0,5300
44742,40000000,672806292,4854
44743,42000000,46221189,5301
44744,41000000,7448385,5106
44745,8000000,90815558,5302
44746,40000000,251171807,5123
44747,40000000,317375031,5303
44748,70000000,177841558,5304
44749,40000000,332000000,4804
44750,40000000,126546825,4949
44751,40000000,571006128,5305
44752,38000000,197011982,5097
44753,40000000,152266007,4892
44754,40000000,190212113,4842
44755,40000000,149295601,4782
44756,40000000,107458785,5245
44757,40000000,320170008,4794
44758,40000000,224920315,4829
44759,40000000,177259441,5306
44760,45000000,178262620,5253
44761,40000000,161834276,5307
44762,40000000,244527583,4804
44763,40000000,111811453,5308
44764,40000000,215862692,5179
44765,40000000,129540499,5085
44766,40000000,95020213,5196
44767,40000000,128798265,5000
44768,40000000,169837010,5067
44769,40000000,120455994,5197
44770,35000000,194564672,4978
44771,40000000,124827316,4894
44772,40000000,75505856,4918
44773,40000000,124731534,5093
44774,40000000,158733820,5097
44775,40000000,151161491,4990
44776,41000000,91636986,5287
44777,40000000,141069860,5067
44778,40000000,205405498,4839
44779,40000000,138259062,5191
44780,57000000,147845033,4763
44781,20000000,136267476,5285
44782,40000000,196781193,5309
44783,40000000,186167139,5262
44784,40000000,165478348,4799
44785,40000000,91753202,4956
44786,40000000,90029656,5310
44787,50000000,170128460,4921
44788,40000000,54682547,5017
44789,40000000,87840042,5311
44790,35000000,75395048,4814
44791,40000000,85412898,5251
44792,30000000,130786397,5202
44793,40000000,109676311,4765
44794,42000000,107670357,5155
44795,40000000,74597643,5312
44796,40000000,120175290,5049
44797,40000000,191185897,5292
44798,40000000,126248813,5313
44799,0,0,5005
44800,40000000,92913171,5147
44801,40000000,114830111,5314
44802,43000000,91974818,5145
44803,0,51854875,5315
44804,40000000,84601681,5316
44805,40000000,67347013,5087
44806,40000000,45916769,5179
44807,40000000,141591324,5267
44808,36000000,74000000,4799
44809,40000000,0,4890
44810,40000000,41797066,5317
44812,65000000,0,5318
44813,40000000,145896422,5107
44814,40000000,97552050,5319
44815,40000000,41863726,5303
44816,40000000,97138686,5307
44817,40000000,96618699,4892
44818,38000000,34416893,4839
44819,40000000,126069509,5320
44820,40000000,36037909,5321
44821,47000000,157887643,5216
44822,0,0,5322
44823,40000000,55707411,4996
44824,30000000,50451307,5067
44825,40000000,0,5013
44826,0,0,5075
44827,25000000,48063435,5261
44828,40000000,55247881,5323
44829,40000000,58785180,5256
44830,40000000,46442528,5232
44831,40000000,30199105,5324
44832,40000000,31670620,4885
44833,40000000,0,4926
44834,75000000,29000000,5160
44835,40000000,49627779,5167
44836,40000000,27053815,4935
44837,35000000,0,5325
44838,40000000,65754228,5326
44839,40000000,62771059,5008
44840,500000,3000000,4809
44841,40000000,24332324,5245
44842,40000000,60965854,5242
44843,40000000,38172500,5327
44844,40000000,22433915,5070
44845,0,0,5328
44846,40000000,46546197,5329
44847,0,0,5137
44848,45000000,20350754,4889
44849,40000000,60474340,5330
44850,40000000,0,5224
44851,63600000,19412993,5331
44852,42000000,180274123,5332
44853,55000000,14375181,5333
44854,40000000,46471023,5228
44855,40000000,16872671,5152
44856,40000000,14358033,5227
44857,10000000,173921954,5125
44858,0,0,5334
44859,60000000,13395939,5335
44860,40000000,24719215,5306
44861,38000000,28121100,5336
44862,40000000,18902015,5337
44863,40000000,28169671,4924
44864,40000000,19322135,5236
44865,0,0,5338
44866,0,0,5339
44867,45000000,10667893,5340
44868,33000000,20645327,5341
44869,40000000,0,5207
44870,40000000,10959475,5324
44871,0,0,5342
44872,50000000,32017803,5222
44873,40000000,22044277,5115
44874,40000000,0,5343
44875,40000000,13644292,5188
44876,40000000,23937870,5344
44877,20000000,117760134,4999
44878,20000000,7563728,5145
44879,0,0,5345
44880,30000000,0,5135
44882,25000000,0,5347
44883,39200000,86758912,5348
44884,25000000,0,5349
44885,0,0,5350
44886,15000000,94000000,4865
44887,40000000,100000000,5351
44888,39000000,101229792,4886
44889,0,69485490,5094
44890,39000000,35287788,4785
44891,39000000,38869464,4769
44892,39000000,6614280,5352
44893,39000000,75850624,5180
44894,40000000,44907260,4989
44895,80341000,127814609,4893
44896,30000000,180622424,5039
44897,38000000,205298907,5035
44898,0,0,5353
44899,38000000,119723358,5097
44900,38000000,120000000,5354
44902,38000000,114156230,4831
44903,40000000,0,5356
44904,50000000,73956241,5357
44905,38000000,51801187,4838
44906,35000000,0,5358
44907,38000000,107597242,5203
44908,53000000,29700000,5359
44909,38000000,0,5128
44910,38000000,58401898,5096
44911,38000000,17380126,4838
44912,57000000,16991902,5152
44913,10000000,47536959,5360
44914,38000000,10300000,4779
44915,15000000,19629760,5227
44916,38000000,98337295,4897
44917,37000000,6482195,5361
44918,0,0,5362
44919,55000000,17869048,5036
44920,32000000,28258060,5363
44921,38000000,5410749,5364
44922,40000000,9793496,5207
44923,38000000,109906372,5365
44924,37000000,173567581,5366
44925,37000000,154026136,5278
44926,40000000,79700000,5367
44927,37000000,163720069,5135
44928,37000000,100076342,5368
44929,38000000,90247624,4846
44930,37000000,48451803,5363
44931,30000000,55583804,5369
44932,38000000,112343513,5370
44933,37000000,95404397,5371
44934,37000000,392616625,5293
44935,36000000,102244770,5309
44936,65000000,117758500,5002
44937,37000000,269994119,5194
44938,36500000,21834845,5372
44939,36000000,50159144,4826
44940,36000000,160000000,5373
44941,36000000,64572262,5374
44942,36000000,52424533,5371
44943,42000000,32168970,5167
44944,36000000,44350926,5033
44945,37000000,26250020,5056
44946,0,0,5101
44947,0,0,5375
44948,37000000,96047633,5071
44949,36000000,12532777,5226
44950,36000000,3003296,5223
44951,37000000,63800345,5376
44952,0,0,5377
44953,35000000,459270619,4993
44955,33000000,310940086,4948
44956,35000000,411348924,4785
44957,0,0,4819
44958,35000000,321731527,4866
44959,29000000,309208309,4957
44960,35000000,147934180,5097
44961,35000000,117000000,4997
44962,38000000,252276927,5135
44963,35000000,326551094,5106
44964,35000000,139000000,5379
44965,35000000,173965010,4997
44966,35000000,182300000,4809
44967,35000000,69823199,5035
44968,35000000,140795793,5047
44969,35000000,68915888,5380
44970,27000000,231976425,5000
44971,35000000,126216940,5182
44972,35000000,86369815,4821
44973,35000000,0,4947
44974,35000000,113374103,4904
44975,1800000,25504513,5307
44976,33000000,104155843,4986
44977,0,0,5057
44978,35000000,60251371,5057
44979,34000000,95608995,5381
44980,32000000,52277485,5382
44981,35000000,150483765,5090
44982,35000000,108758521,5310
44983,35000000,112544580,4957
44984,34000000,48169908,5195
44985,35000000,88058786,5047
44986,35000000,92219310,4963
44987,35000000,91353501,5383
44988,35000000,69307224,5306
44989,0,0,4964
44990,30000000,58405313,5384
44991,35000000,41954997,4797
44992,33000000,102984862,4974
44993,10700000,122200000,5385
44994,0,0,5135
44995,35000000,85416905,4956
44996,40000000,173930596,5226
44997,35000000,77477008,5386
44998,35000000,59901913,5387
44999,0,0,5388
45000,35000000,35323292,5389
45001,35000000,99423521,5390
45002,35000000,120072577,5096
45003,35000000,0,5293
45004,40000000,68766121,5202
45005,27000000,115505027,5031
45006,35000000,84606030,5087
45007,35000000,72436439,5391
45008,35000000,45479110,5392
45009,35000000,57120318,5008
45010,35000000,32483410,5063
45011,35000000,40263020,5393
45012,35000000,27107960,5394
45013,35000000,36098382,5369
45014,45000000,30353232,4810
45015,35000000,25105255,5087
45016,8900000,4100000,5395
45017,35000000,93246388,5396
45018,35000000,0,5236
45019,30000000,68369434,5397
45020,31000000,27388767,5398
45021,35000000,50363790,5399
45022,35000000,82087155,5024
45023,35000000,19478106,5400
45024,35000000,0,5182
45025,35000000,25871834,5401
45026,56000000,19701164,5402
45027,35000000,19294901,5307
45028,35000000,31083599,5147
45029,35000000,51680201,5303
45030,35000000,29882645,5173
45031,35000000,46216641,5093
45032,31000000,41512007,5212
45033,35000000,39340177,5284
45034,30000000,0,5403
45035,27000000,16519460,5404
45036,35000000,63215872,5111
45037,35000000,0,4971
45038,35000000,18317151,5320
45039,0,0,5405
45040,35000000,13678913,5002
45041,35000000,27409889,5406
45042,40000000,12206028,4922
45043,32000000,54674226,5185
45044,33000000,0,5407
45045,35000000,17508518,4811
45046,35000000,11560806,5196
45047,20500000,10089373,5408
45048,35000000,12506188,5199
45049,35000000,61181942,4804
45050,0,0,5409
45051,35000000,42064105,4779
45052,35000000,4651977,4866
45053,35000000,0,5093
45054,35000000,0,5410
45055,35000000,16838910,4967
45056,35000000,0,5411
45057,35000000,15000000,5412
45058,38000000,635096,4867
45059,0,25147786,4874
45060,35000000,10496317,5413
45061,0,0,5414
45062,34000000,348319861,5109
45063,35000000,14431253,5415
45064,34000000,32255440,4809
45065,35000000,15304890,4881
45066,70000000,11263966,5416
45067,35000000,2106557,4930
45069,34000000,63013281,5418
45070,75000000,19598588,5419
45071,34000000,0,5420
45072,35000000,0,5163
45073,35000000,27330000,5325
45074,32000000,40382659,5244
45075,40000000,243240178,5101
45076,50000000,79958599,5061
45077,30000000,173959438,4913
45078,34000000,0,5421
45079,30000000,64626786,5422
45080,33000000,140470746,5423
45081,33000000,62022014,5262
45082,33000000,0,5424
45083,33000000,54700105,5425
45084,30000000,27610873,5426
45085,30000000,40346186,5427
45086,33000000,0,4797
45087,32350000,572700000,5428
45088,30000000,22211426,5429
45089,32000000,113019290,5323
45090,35000000,24159934,5430
45091,32000000,173398518,4808
45092,32000000,152036382,4832
45093,33000000,0,5116
45094,0,60328000,4866
45095,32000000,80197993,5431
45096,32500000,288383523,4860
45097,32000000,126041322,5297
45098,29000000,50041732,5432
45099,32000000,48814909,5418
45100,32000000,69055695,5433
45101,35000000,21819348,5434
45102,32000000,83615414,5191
45103,32000000,147332697,4836
45104,32000000,36733909,5197
45105,30000000,77566815,4892
45106,33000000,9494789,5125
45107,35000000,31755742,4799
45108,0,0,5435
45109,32000000,60740827,5229
45110,32000000,85167639,4873
45111,32000000,18552460,4767
45112,28000000,30016165,5263
45113,32000000,0,4809
45114,32000000,18409891,5436
45115,70000000,53587404,5437
45116,32000000,0,5357
45117,30000000,27437881,5438
45118,32000000,3566637,4929
45119,0,0,5439
45120,32000000,5914908,4909
45121,32000000,0,5440
45122,31500000,89460381,5179
45123,32000000,42045846,5441
45124,0,106269971,5152
45125,31500000,14708696,5442
45126,31000000,128499205,4965
45127,31000000,161772375,4804
45128,34000000,210308099,5443
45129,30000000,174600318,5228
45130,31000000,24185781,5375
45131,31000000,53208180,5197
45132,31000000,68106245,5063
45133,31000000,104384188,5444
45134,30250000,115101622,4776
45135,45000000,306776732,4775
45136,34200000,234801895,4964
45137,30000000,287553595,5445
45138,30000000,373554033,4790
45139,30000000,350448145,4915
45140,30000000,196114570,5446
45141,31000000,15134293,5447
45142,30000000,136706683,5427
45143,30000000,199200000,4890
45144,25000000,115922175,5360
45145,20000000,167722310,5194
45146,30000000,191502426,4776
45147,30000000,212385533,5190
45148,37000000,165335153,5053
45149,26000000,116400000,5393
45150,33000000,327311859,4829
45151,30000000,210819611,4896
45152,30000000,140161792,5448
45153,25000000,156822020,5087
45154,30000000,216763646,5087
45155,80000000,176885658,5130
45156,29000000,115603229,5309
45157,30000000,160259319,5303
45158,35000000,155545279,4921
45159,30,103,5449
45160,30000000,74787599,5290
45161,30000000,160638883,4863
45162,25000000,163670000,5450
45163,30000000,105834556,5451
45164,35000000,116980662,5452
45165,30000000,47042000,5453
45166,0,0,4780
45167,30000000,254134910,5454
45168,30000000,114281051,5106
45169,30000000,105173115,5310
45170,45000000,92374674,5024
45171,30000000,63833449,5455
45172,0,0,5456
45173,30000000,114663461,4995
45174,19000000,69631118,5013
45175,37000000,96455697,4995
45176,30000000,151119219,5457
45177,0,0,5458
45178,53000000,83282296,5459
45179,80000000,118880016,5359
45180,30000000,70200000,5460
45181,30000000,0,5269
45182,30000000,51132598,4989
45183,30000000,152427960,5292
45184,30000000,192452832,5286
45185,30000000,156835339,5235
45186,30000000,93772522,5327
45187,30000000,129266061,4857
45188,30000000,0,4995
45189,30000000,45892212,4779
45190,30000000,54819301,5067
45191,40000000,117195061,4785
45192,0,42647449,5461
45193,30000000,84025816,5254
45194,30000000,91709827,5034
45195,30000000,90810892,4767
45196,25000000,65663276,5462
45197,0,0,5463
45198,30000000,159291809,4868
45199,25000000,51842679,5230
45200,30000000,53653224,4773
45201,30000000,75505973,5073
45202,30000000,66486080,5464
45203,30000000,84646831,5465
45204,30000000,38413606,4983
45205,27000000,38122105,5466
45206,25000000,38748395,4947
45207,30000000,63782078,4857
45208,30000000,51376861,5467
45209,30000000,36160375,5468
45210,30000000,82394288,5469
45211,30000000,34742066,5470
45212,30000000,41480851,5471
45213,45000000,0,5160
45214,30000000,48428063,5472
45215,30000000,63372757,4909
45216,0,0,5473
45217,30000000,14460000,5474
45218,19000000,39267515,5475
45219,30000000,29202884,5244
45220,0,31911598,5476
45221,0,0,5220
45222,30000000,24048000,5477
45223,0,60896147,5005
45224,30000000,0,5004
45225,30000000,108609310,5478
45226,35000000,22034832,5479
45227,30000000,53909751,5310
45228,30000000,21800302,5480
45229,30000000,51148651,5481
45230,30000000,31070211,5482
45231,30000000,35294470,5483
45232,30000000,19204929,5034
45233,25000000,17193231,5484
45234,0,0,5485
45235,30000000,102820008,4863
45236,30000000,16930884,5119
45237,35000000,25224242,5486
45238,40000000,26155781,5214
45239,26000000,0,5487
45240,37000000,37962774,5488
45241,30000000,31148328,5489
45242,30000000,15007991,5490
45243,30000000,15368897,5101
45244,30000000,13001257,5282
45245,17000000,24922237,5078
45246,30000000,30536013,5185
45247,30000000,0,5491
45248,0,0,5193
45249,100000000,0,5239
45250,30000000,0,5492
45251,25000000,30114487,5493
45252,23000000,12,5494
45253,30000000,13521829,5495
45254,30000000,18618284,5405
45255,30000000,64352607,5014
45256,30000000,8454301,5496
45257,30000000,62616646,5251
45258,30000000,18195610,5263
45259,18000000,26828365,4863
45260,30000000,0,5497
45261,0,18074539,5498
45262,0,0,5499
45263,0,0,5193
45264,0,3102550,5500
45265,30000000,35078241,5454
45266,0,0,5501
45267,21000000,480314,5502
45268,30000000,14711793,5503
45270,0,0,5505
45271,30000000,0,4930
45272,30000000,2527904,4773
45273,0,0,5506
45274,30000000,0,5410
45275,27000000,0,5507
45276,30000000,0,5508
45278,30000000,0,5510
45279,19000000,140752617,4807
45280,29000000,287506194,5511
45281,28000000,186438883,4900
45282,30000000,37036004,5512
45283,29000000,0,5199
45284,0,0,4846
45285,30000000,33013805,5059
45286,29000000,16930185,5288
45287,29000000,78636257,5513
45288,0,0,5514
45289,0,0,5082
45290,12000000,24829644,5515
45291,29000000,21126225,5516
45292,28000000,504050219,4920
45293,28000000,201634991,5033
45294,28000000,333000000,4799
45295,30000000,100491683,5517
45296,60000000,105178561,4859
45297,29000000,48902953,5249
45298,29000000,98185582,5097
45299,28000000,140767956,4890
45300,28000000,92380927,5430
45301,28000000,133346506,4925
45302,0,0,4867
45303,28000000,64445708,5489
45304,28000000,102356381,4771
45305,35000000,94728529,4998
45307,21000000,71441250,5228
45308,30000000,90259536,4900
45309,28000000,134402450,4832
45310,28000000,195312802,5292
45311,28000000,77516304,4921
45312,27000000,101646581,4935
45313,28000000,60780981,4960
45314,28000000,97594140,5405
45315,28000000,39514713,5113
45316,28000000,92601050,5375
45317,28000000,96188903,4830
45318,28000000,40547440,5129
45319,28000000,33000337,5238
45320,28000000,100654149,5519
45321,28000000,121147947,4857
45322,28000000,33139618,4779
45323,28000000,31596911,5070
45324,28000000,52597999,4793
45325,21000000,54926886,5520
45326,0,0,5521
45327,35866397,20217080,5020
45328,28000000,38159905,5132
45329,28000000,8888143,4948
45330,28000000,45236543,5116
45331,28000000,8345056,5389
45332,28000000,14010832,5227
45333,28000000,7002261,5231
45334,28000000,16374328,5285
45335,28000000,5684789,4809
45336,27000000,17286299,5522
45337,28000000,60700000,5523
45338,24000000,23321954,5524
45339,28000000,68896829,5525
45340,27500000,187500000,5292
45341,30000000,219076518,5047
45342,30000000,95714875,5309
45343,35000000,43650785,5338
45344,8000000,27187653,5526
45345,15000000,49469904,5527
45346,27500000,24748670,4843
45347,27000000,96900000,5528
45348,27000000,0,5529
45349,27000000,60527873,5207
45350,27000000,115229890,5217
45351,27000000,44352417,5530
45352,0,0,5531
45353,27000000,129000000,4780
45354,27000000,56870414,5362
45355,27000000,56308881,5282
45356,27000000,21500000,5532
45357,30000000,15395087,4803
45358,27000000,20158808,4833
45359,27000000,27200316,4865
45360,0,0,5533
45361,25000000,11137801,5534
45362,27000000,76000000,5535
45363,27000000,29000000,5341
45364,27000000,13000000,5536
45365,0,0,5537
45366,27000000,85564310,5097
45367,27000000,93282604,5538
45368,28,14,5409
45369,0,4488529,4892
45370,27000000,21148829,4958
45371,25000000,6673422,5037
45372,0,0,5357
45373,0,0,4847
45374,26000000,183293131,5048
45375,26000000,110230332,4955
45376,26000000,109449237,5047
45377,25000000,289317794,5157
45378,28000000,53181600,5539
45379,15000000,201957688,5005
45380,27000000,101624843,5231
45381,26000000,65705772,5039
45382,22000000,68296293,5018
45383,26000000,61489265,4892
45384,22000000,50750000,5514
45385,26000000,57891803,5307
45386,26000000,90426405,5262
45387,26000000,71868327,5135
45388,26000000,67918658,5138
45389,25000000,86175291,4788
45390,0,0,4924
45391,26000000,38793283,5058
45392,26000000,0,5082
45393,26000000,43318349,5232
45394,26000000,28818995,5540
45395,56000000,142044638,5053
45396,42000000,35402320,5541
45397,26000000,29657751,5204
45398,30000000,14000000,5132
45399,26000000,36800000,5542
45400,26000000,0,5543
45401,26000000,0,5544
45402,0,0,5457
45403,26000000,0,5123
45404,25530000,20080020,5545
45405,26000000,30523226,4986
45406,25000000,82466670,5546
45407,30000000,611899420,5049
45408,25000000,441286195,4885
45409,25000000,412800000,5037
45410,33000000,269958228,5087
45411,25100000,29506464,4839
45412,25000000,226830568,5188
45413,26000000,35926213,5547
45414,25000000,411006740,4968
45415,22000000,321365567,4799
45416,25000000,124272124,5476
45417,28000000,8555008,4872
45418,0,181466833,4913
45419,26000000,0,5548
45420,30000000,114908830,5409
45421,0,0,5549
45422,25000000,80936232,5264
45423,25000000,170764026,4818
45424,25000000,78000000,5550
45425,25000000,76270454,4967
45426,25000000,171600000,5135
45427,25000000,153997819,4894
45428,25000000,281929795,5551
45429,25000000,152500343,5405
45430,45000000,124914842,5552
45431,25000000,119772232,5203
45432,25000000,147780440,5005
45433,25000000,56505065,5275
45434,25000000,91036760,5061
45435,2800000,60922980,4866
45436,25000000,117719158,5239
45437,25000000,99357138,5375
45438,60000000,137587063,5553
45439,25000000,116766556,4773
45440,0,0,5554
45441,25000000,77278331,5555
45442,25000000,122644820,5556
45443,26000000,90574188,4925
45444,25000000,46836394,4809
45445,28000000,58795814,5143
45446,25000000,122489822,5367
45447,25000000,65884703,4967
45448,25000000,0,5190
45449,23000000,43984230,5557
45450,25000000,63100000,5098
45451,0,0,4786
45452,25000000,77208711,5363
45453,35000000,0,5558
45454,0,0,5517
45455,25000000,41604473,5338
45456,25000000,39053061,5306
45457,25000000,64437847,5559
45458,25000000,70442940,5560
45459,25000000,36351350,5561
45460,25000000,38307627,5078
45461,25000000,66980456,4880
45462,0,0,5334
45463,17000000,63102666,5562
45464,25000000,59192128,5563
45465,25000000,56489558,5061
45466,25000000,41597830,5323
45467,20000000,33889159,5203
45468,25000000,229736344,5564
45469,20000000,70992898,5565
45470,25500000,2415472,5566
45471,25000000,66122026,5567
45472,30000000,82150642,5173
45473,25000000,50671850,5409
45474,25485000,29548291,5568
45475,25000000,100000000,5569
45476,25000000,34942188,5231
45477,0,0,5570
45478,25000000,28341469,5051
45479,21150000,39438674,5272
45480,27000000,25023434,5067
45481,25000000,39171130,4954
45482,25000000,74188937,5571
45483,25000000,27645491,5572
45484,30000000,42886719,5573
45485,23000000,46152800,5574
45486,25000000,21567853,5195
45487,25000000,22200000,5575
45488,25000000,114977104,5405
45489,25000000,23580000,5576
45490,25000000,36993168,5577
45491,25000000,40452643,5578
45492,25000000,17000000,5363
45493,25000000,20796847,5579
45494,13000000,0,4951
45495,26000000,0,4860
45496,0,0,5580
45497,0,0,5581
45498,25000000,15431177,5582
45499,30000000,33333531,5583
45500,8000000,0,5584
45501,25000000,24362772,5585
45502,25000000,19829957,5307
45503,25000000,30411183,5387
45504,25000000,51702483,5586
45505,0,0,5587
45506,25000000,42972994,5196
45507,0,14334401,5169
45508,28000000,10126458,5262
45509,25,13,5166
45510,25000000,28831145,5005
45511,25000000,0,5385
45512,25000000,15478800,5111
45513,25000000,13411957,5293
45514,25000000,24902723,5588
45515,25000000,11000000,5227
45516,0,0,5589
45517,25000000,23057115,5489
45518,28000000,16900000,5193
45519,0,25000000,5175
45520,25000000,11207130,5469
45521,25000000,10719357,5210
45522,25000000,13000000,5590
45523,14000000,85446075,5591
45524,25000000,10070000,5592
45525,25000000,10324441,5140
45526,25000000,11772461,5405
45527,0,0,5593
45528,32000000,27635305,5594
45529,25000000,5778353,5595
45530,0,0,5596
45531,25000000,0,5445
45532,25000000,0,4904
45533,25000000,4064495,5597
45534,0,0,5598
45535,25000000,19844979,5546
45536,25000000,2405420,5148
45537,25000000,27603069,5096
45538,25000000,0,5599
45539,0,34153101,4774
45540,25000000,777423,5600
45541,25000000,2336172,5535
45542,13500000,19255873,5601
45543,25000000,10589102,5602
45544,0,0,5421
45545,25000000,48531470,5566
45546,0,0,5093
45547,0,0,5603
45549,25000000,71009334,4779
45550,25000000,0,5605
45551,25000000,3052000,5606
45553,25000000,0,5608
45554,14000000,34670720,5249
45555,25000000,8784318,5144
45556,24000000,133000000,5609
45557,24000000,155721132,4992
45558,24000000,172363301,5307
45559,25000000,1397284,5489
45560,24000000,70181428,4894
45561,41300000,106371651,5353
45562,8200000,80035402,5610
45563,24000000,87055349,4993
45564,24000000,41895491,5014
45565,65000000,40002112,5426
45566,24000000,36609995,5611
45568,24000000,0,5612
45569,24000000,68729358,5613
45570,0,0,5614
45571,40000000,0,4900
45572,17000000,16980098,5035
45573,24000000,16290976,5105
45574,24000000,21049053,5615
45575,24000000,12372410,5115
45576,24000000,8434146,5042
45577,24000000,30551495,5616
45578,24000000,83188165,5391
45579,23000000,0,5617
45580,24000000,4562146,5500
45581,28000000,669276,5618
45582,0,0,5619
45583,24000000,23081726,5418
45585,23600000,102391382,5129
45586,23000000,185991646,4917
45587,18000000,538400000,5373
45588,19000000,141407024,4788
45589,23000000,86930411,5253
45590,23000000,53302314,5239
45591,12500000,75993061,5059
45592,23000000,53187659,4897
45593,23000000,0,5620
45594,23000000,47351251,4932
45595,23000000,36642838,5150
45596,25000000,6399,5621
45597,23000000,18653615,5162
45598,0,0,5622
45599,23000000,33372606,4909
45600,23000000,51881013,5623
45601,0,0,5624
45602,0,0,5625
45603,23000000,10827816,5193
45604,23000000,7434726,5272
45605,23000000,29541790,5481
45606,0,0,5626
45607,11000000,0,5627
45608,23000000,9366227,5249
45609,23000000,16123851,5628
45611,25000000,94679598,5071
45612,22700000,38119483,5629
45613,22500000,15520023,5630
45614,22000000,505000000,5038
45615,23000000,369884651,5067
45616,22000000,189833357,5128
45617,20000000,75597042,4957
45618,22000000,147880543,5203
45619,24000000,182016617,5087
45620,22000000,84772742,5387
45621,22000000,77737889,5514
45622,22000000,88880821,5405
45623,22000000,110627965,5328
45624,22000000,92542418,5631
45625,22000000,67800064,5632
45626,22000000,95708457,4916
45627,22000000,57479076,5071
45628,22000000,35424826,4909
45629,22000000,0,5514
45630,22000000,22400154,5633
45631,26000000,51164106,5415
45632,0,9930095,5396
45633,22000000,19351569,4964
45634,22000000,77112176,4856
45635,0,0,5195
45636,22000000,33788161,5369
45637,30000000,23619609,5634
45638,22000000,63647656,5135
45639,22000000,0,5635
45640,22000000,43058898,5207
45641,22000000,13555988,5636
45642,22000000,0,5123
45643,22000000,10696210,5637
45644,0,0,5638
45645,0,0,5639
45646,70000000,0,5393
45647,25000000,72629670,5525
45648,0,0,5640
45649,21000000,26193068,4889
45650,22000000,17709155,5641
45651,2000000,14400000,5642
45652,0,0,5529
45653,22000000,15447154,5643
45654,22000000,12000000,5170
45655,22000000,9479718,5644
45657,22000000,15400000,5181
45658,25000000,92991835,4891
45659,0,0,4989
45660,21500000,0,5291
45661,22000000,24000000,5645
45662,17000000,73244881,5457
45663,18000000,70687344,5087
45664,21000000,0,5646
45665,9000000,46,4947
45666,21000000,42000000,5647
