id,popularity,vote_average,vote_count
46152,11,4.5,228
46153,44,7.6,1486
46154,10,6.9,151
46155,49,7.4,3725
46156,7,5.1,221
46157,5,5.6,72
46158,34,6.5,1197
46159,7,6.3,130
46160,3,6.1,61
46161,2,7.4,88
46162,13,6.9,275
46163,13,4.7,295
46164,3,4.3,212
46165,19,6.3,380
46166,30,7.3,1105
46167,9,6.1,245
46168,15,7.5,202
46169,19,7.5,796
46170,11,5.5,119
46171,3,6.1,52
46172,17,5.2,351
46173,8,4.4,100
46174,4,6.4,128
46175,7,5,163
46176,18,6,421
46177,7,5.9,80
46178,9,5.5,104
46179,35,6.8,1653
46180,45,6,639
46181,4,5.3,42
46182,47,7.2,1840
46183,11,5.9,173
46184,24,5.8,742
46185,26,6.5,541
46186,8,4.6,115
46187,1,5.9,25
46188,0,6.7,10
46189,11,4.4,104
46190,2,5.1,17
46191,16,7,978
46192,20,6.7,357
46193,8,5.9,97
46194,9,6.4,126
46195,2,5.3,31
46196,3,6.3,32
46197,6,6.2,64
46198,0,2.9,8
46199,17,5.2,358
46200,3,4.8,32
46201,3,5.4,48
46202,41,7.5,861
46203,10,6,211
46204,49,7.8,2926
46205,11,6.6,243
46206,6,6.5,85
46207,9,6.7,95
46208,8,5,37
46209,7,4.7,146
46210,7,6.7,127
46211,0,4.7,3
46212,7,5.5,44
46213,25,7.4,1388
46214,5,5.6,26
46215,13,5.6,156
46216,7,5,100
46217,13,6,243
46218,21,6.8,350
46219,0,4.7,15
46220,12,7,177
46221,8,6,90
46222,32,7.2,886
46223,8,6.1,182
46224,31,7.6,1477
46225,12,5.4,87
46226,12,5.8,251
46227,30,6.8,737
46228,1,7,12
46229,11,6.5,195
46230,5,4.8,27
46231,5,6.5,12
46232,15,6.3,545
46233,2,5.5,31
46234,0,6.6,23
46235,32,8,657
46236,17,6.5,565
46237,6,6.7,85
46239,6,6.5,93
46241,9,6,152
46242,22,5.9,386
46243,2,5,22
46244,19,6,290
46245,1,5.2,5
46246,7,4.8,92
46247,1,6.1,7
46248,12,5.7,41
46249,2,5.6,31
46250,6,5.8,72
46251,49,5.6,670
46252,4,4.8,36
46253,0,7.3,12
46255,0,4.5,2
46256,52,7.4,2301
46257,29,6.3,706
46258,41,6.7,1374
46259,10,7.2,196
46260,4,5.8,9
46261,37,7.7,1113
46262,7,6.9,78
46263,59,7.6,2827
46264,16,6.6,291
46265,45,7,1746
46266,15,5.5,303
46267,4,5,10
46268,25,6.7,395
46269,22,6.8,491
46270,13,5.3,299
46271,6,6.1,88
46272,27,6.6,507
46273,12,5.6,290
46274,4,6.2,45
46275,13,6.5,135
46276,4,5.1,83
46277,23,6.2,527
46278,1,6.4,22
46279,3,6.9,47
46280,5,5.8,48
46281,6,4.5,111
46282,11,4.5,133
46283,7,5.3,142
46284,14,4.4,180
46285,20,6.2,351
46286,6,5.7,39
46287,7,5.6,49
46288,2,5.8,32
46289,7,5.5,124
46290,3,6.1,67
46291,1,6.7,31
46292,4,5,55
46293,11,4.5,291
46294,11,6.4,119
46295,4,5.3,73
46296,7,5.5,134
46297,13,7.4,283
46298,11,6.9,240
46299,5,5.5,68
46300,6,6.2,21
46301,4,6.4,25
46302,3,4.4,49
46303,0,5.2,10
46304,8,6.3,108
46305,0,5.8,1
46306,9,6.3,204
46307,1,5.8,22
46308,5,7.1,75
46310,8,6.3,55
46311,4,6.1,86
46312,7,4,97
46313,24,7.4,418
46314,44,7.5,1480
46315,16,6.9,803
46316,9,6.9,144
46317,16,5,354
46318,7,6.8,128
46319,32,6.7,1206
46320,4,6,27
46321,32,7.7,1037
46322,17,7.2,219
46323,29,6,1102
46324,18,7.1,642
46325,0,4.7,7
46326,6,4.8,154
46327,91,7.3,4430
46328,105,8.3,3338
46329,9,6.3,352
46330,17,5.8,281
46331,10,6.7,186
46332,25,5.2,509
46333,9,6.6,258
46334,43,7.1,763
46335,11,6,210
46336,54,7.3,1701
46337,13,5.7,151
46338,12,5.7,157
46339,60,6.2,1567
46340,73,7.3,2060
46341,7,4.8,51
46342,2,7.1,29
46343,4,3.3,75
46344,6,6.1,109
46345,4,5.7,46
46346,16,5.8,308
46347,24,5.6,181
46348,37,6.7,1399
46349,95,7.6,4737
46350,27,7.3,1101
46351,2,6.6,17
46352,17,5.7,290
46353,6,6.6,96
46354,24,7.2,541
46355,6,6.2,123
46356,1,5.5,10
46357,66,8.1,2757
46358,9,6.5,66
46359,6,6.4,135
46360,4,5.7,67
46361,1,6.6,7
46362,11,5.5,135
46363,10,5.1,163
46364,5,6.1,103
46365,35,5.7,737
46366,10,6.8,207
46367,4,5.9,60
46368,17,5.4,304
46369,1,6.7,11
46370,26,5.9,498
46371,1,4.8,4
46372,12,6.5,138
46373,43,7.7,2968
46374,1,4.5,10
46375,3,6.4,60
46376,2,5.6,17
46377,10,4.6,243
46378,30,6.3,733
46379,4,5.8,45
46380,34,6.6,1257
46382,1,5.3,34
46383,19,6.4,503
46384,6,7.1,109
46385,13,6.7,137
46386,6,6.9,96
46387,35,7.5,749
46388,7,5.9,92
46389,13,7.5,323
46390,11,6,173
46391,5,6,94
46392,8,5.4,177
46393,4,8.4,11
46394,15,7.1,509
46395,34,7.7,1451
46396,22,7.6,377
46397,0,6.2,25
46398,2,7.3,31
46399,7,5.8,84
46400,26,6.3,1150
46401,6,6,94
46402,28,7,640
46404,0,6.3,30
46405,47,7.5,2005
46406,50,7.5,2542
46407,60,6.4,2296
46409,15,5.6,304
46410,6,6.9,281
46411,10,6.2,137
46412,22,7.3,675
46413,41,6.4,1648
46414,23,7,504
46415,19,7,375
46416,21,6.3,417
46417,45,6.7,1060
46418,12,6.5,168
46419,40,7.3,1514
46420,26,6.2,497
46421,64,6.6,1935
46422,3,6.2,51
46423,14,6.6,249
46424,6,4.7,158
46425,49,6.5,1564
46426,21,7.3,323
46427,20,6.6,435
46428,8,5.5,339
46429,11,5.5,281
46430,4,4.7,30
46431,11,6.3,218
46432,15,7.2,212
46433,18,7.3,383
46434,8,6.5,85
46435,74,7.6,3759
46436,18,6.9,439
46437,15,6.3,210
46438,8,5.4,25
46439,6,6.5,330
46440,29,7.4,579
46441,6,6.4,72
46442,5,6.6,101
46443,16,5.8,364
46444,64,6.1,1937
46445,4,4.3,15
46446,29,7.4,636
46447,7,6.7,94
46448,1,5.4,33
46449,16,5.6,364
46450,47,6.6,1151
46451,1,5.3,8
46452,0,5.3,11
46453,10,6.1,99
46454,14,6.1,163
46455,6,6.4,110
46456,19,6.4,377
46457,26,7.9,613
46458,3,4.6,47
46459,74,7.8,2067
46461,16,6.1,294
46462,32,6.4,933
46463,13,6.9,86
46464,5,4.9,23
46465,8,5.7,168
46466,4,5.9,43
46467,7,6,111
46468,4,5.8,78
46469,1,3,23
46470,2,5.7,16
46471,10,4.6,89
46472,8,6.6,154
46473,3,6,22
46475,1,6.8,4
46476,9,6.9,141
46477,9,6.5,225
46478,32,7.3,720
46479,2,6.4,53
46480,27,6.5,882
46481,12,6.9,206
46482,3,6.1,38
46483,4,6.9,41
46484,5,6.5,84
46485,5,6.8,107
46486,3,6.2,50
46487,2,6.1,9
46488,9,6.1,88
46489,2,5.3,22
46490,11,6.8,67
46491,1,6.5,28
46494,11,6.7,192
46497,5,6.3,59
46498,5,5.8,62
46499,25,6.9,612
46500,0,4.3,5
46501,11,6,229
46502,53,7.7,2912
46503,0,4.3,2
46504,20,6.4,407
46506,4,5.5,29
46508,45,6.9,1596
46509,126,8.1,6624
46510,56,5.7,1406
46511,12,7.4,247
46512,14,7.1,242
46513,21,6.2,821
46514,31,7.2,1486
46515,11,6.4,298
46516,19,7.3,384
46517,31,7.3,1368
46518,3,3.9,74
46519,7,6.6,217
46520,7,5.6,142
46521,38,6.7,1062
46522,33,7.5,1018
46523,15,7.3,337
46524,23,6.6,827
46525,31,6,722
46526,14,6.5,204
46527,7,7.4,158
46528,3,4.1,54
46529,7,5.9,65
46530,3,6.4,29
46531,4,5.5,57
46532,39,7.2,1213
46533,29,7.7,505
46534,4,5.8,53
46535,2,5.7,34
46536,7,6.3,139
46537,7,4.9,74
46538,16,7,334
46539,21,7.3,440
46540,6,6.6,131
46541,33,7.3,838
46542,9,5.4,60
46543,33,7.5,919
46544,3,8.2,12
46545,4,6.8,80
46546,4,5.1,75
46547,1,6.6,9
46548,36,7.2,834
46549,4,5.8,75
46550,9,5.1,153
46551,1,5.9,16
46552,4,6,33
46553,5,6.2,42
46554,3,5.6,35
46555,32,5.9,820
46556,0,7.3,6
46557,31,5.9,881
46558,8,5.7,25
46560,4,6.3,46
46561,18,5.2,302
46562,6,5.6,112
46563,86,7.9,2998
46564,56,7.3,3269
46565,12,5.8,160
46566,1,6.8,6
46567,0,8.5,2
46568,0,5.2,29
46569,3,5,16
46570,5,6.4,35
46571,25,7,766
46572,43,7.9,2811
46573,10,5.3,149
46574,33,6.1,1071
46575,10,6.5,249
46576,14,5.8,568
46577,53,6.1,1306
46578,8,5.7,418
46579,29,5.9,903
46580,14,5.6,261
46581,5,6,77
46582,17,6.7,291
46583,19,7.2,234
46584,8,6.4,198
46585,35,5.8,865
46586,26,6.5,755
46587,23,6.1,720
46588,25,6.7,454
46589,8,7,103
46590,21,6.9,459
46591,5,6.6,67
46592,36,5.9,748
46593,34,6.4,742
46594,38,5.8,1102
46595,30,5.8,816
46596,7,6,100
46597,45,6.2,983
46598,4,6.4,69
46599,10,5.4,197
46600,20,6.4,379
46601,14,6.8,823
46602,6,5.5,62
46603,12,6.2,161
46604,6,6.3,252
46605,3,6,31
46606,4,5,70
46607,9,5.3,153
46608,11,6.1,122
46609,13,6.9,291
46610,31,6.2,679
46611,16,6.9,311
46612,26,5.4,581
46613,2,5.8,36
46614,5,5,114
46615,22,5.8,441
46616,5,6.4,81
46617,2,5.2,13
46618,4,5.3,49
46619,2,6.1,27
46620,18,7.5,676
46621,26,4.7,507
46622,17,6.3,272
46623,6,6.4,34
46624,11,5.5,203
46625,3,6.3,47
46626,8,6.1,159
46627,32,6.6,864
46628,33,6,635
46629,2,6.6,50
46630,4,6,57
46631,17,7,1068
46632,4,5.6,72
46633,7,8,201
46634,3,5.4,58
46635,5,5.6,62
46636,21,6.6,406
46637,5,6.2,136
46638,1,8.1,12
46639,27,6.7,1049
46640,1,6.1,15
46641,11,5.5,75
46642,18,7.4,1050
46643,6,6.4,86
46644,28,6.8,1196
46645,5,6.2,179
46646,5,5.3,101
46647,9,6.4,137
46648,14,5.1,179
46649,9,6.8,131
46650,35,4.4,797
46651,12,5.3,145
46652,30,6.3,700
46653,10,5.9,135
46654,73,8.2,3016
46655,16,5.9,289
46656,1,5.5,2
46657,6,7.3,99
46658,15,7.7,306
46659,0,5.5,34
46660,14,6.4,334
46661,14,6.2,238
46662,0,3.8,6
46663,12,6.5,115
46664,3,4.1,10
46665,17,6.9,336
46666,16,6.6,183
46667,10,6.1,217
46668,5,6.9,73
46669,4,5.4,41
46670,4,5.7,36
46671,8,6.6,105
46672,28,7.2,1149
46673,3,6.4,25
46674,1,6.8,15
46675,8,7.3,90
46676,3,4.4,51
46677,2,6.3,24
46678,19,4.8,448
46679,0,6,2
46680,19,5.8,383
46681,4,7,54
46682,6,6.4,168
46683,3,5.4,24
46684,5,6.8,49
46685,19,6.4,365
46687,4,6.2,51
46688,16,6.5,425
46689,14,6.1,210
46690,8,6.8,37
46691,8,4.9,46
46692,10,6,190
46693,0,6.3,7
46694,4,4.8,50
46695,6,5.6,86
46697,3,5.5,62
46698,0,6.4,5
46699,5,6.5,98
46700,1,5.3,3
46701,7,5.9,131
46702,2,6.3,29
46703,1,6.4,12
46704,9,6.5,177
46705,12,6.4,169
46706,2,6,50
46707,6,6.4,139
46708,11,4.1,178
46709,0,6,5
46710,0,5.8,14
46711,2,6.2,31
46712,0,3,9
46713,1,4.8,19
46714,2,5.4,59
46715,10,4.7,44
46716,0,5.8,4
46717,5,5.1,83
46718,1,7,5
46719,3,3.9,29
46720,9,5.7,188
46721,7,5.4,130
46722,9,6.4,34
46723,6,5.6,80
46724,2,4.3,16
46725,4,6.1,35
46726,1,6.5,1
46727,2,6.4,22
46728,1,6.9,26
46729,1,4.3,9
46730,5,4,53
46731,2,6.4,6
46732,0,5,6
46734,10,4.9,119
46735,3,6.7,27
46736,19,6.4,737
46737,3,6,24
46738,9,6.4,135
46739,11,4.3,158
46740,28,6.5,531
46741,9,6.1,86
46742,17,7.5,400
46743,11,4.5,123
46744,5,4.9,34
46745,14,7,140
46746,19,7.3,406
46747,12,6.2,148
46748,3,6.2,51
46749,5,6.9,49
46750,10,5.1,74
46751,4,6,40
46752,36,7,885
46753,5,7.1,83
46754,5,7.3,66
46755,94,7.9,4470
46756,29,7.2,590
46757,17,6.3,254
46758,7,7.4,134
46759,31,6.5,562
46760,10,5.7,129
46761,7,7,118
46762,6,6.9,66
46763,3,6.8,38
46764,27,6.3,581
46765,14,7.3,235
46766,82,6.6,1954
46767,3,4.9,70
46768,18,6.6,693
46769,7,6.7,60
46770,11,6.5,201
46771,34,7.1,738
46772,4,4.8,119
46773,6,5.8,21
46774,4,7.4,71
46775,5,6.8,110
46776,1,6.3,16
46777,8,6.4,100
46778,2,6.5,95
46779,8,6,41
46780,4,6.8,78
46781,3,5.7,49
46782,2,6,17
46783,5,5.5,29
46784,5,6.1,56
46785,10,6.9,116
46787,9,6.8,79
46789,8,6,35
46790,5,5.8,214
46791,2,7,33
46792,0,4.8,14
46793,1,6.1,7
46794,7,6.8,68
46795,2,4.5,12
46796,7,7,54
46797,2,5.6,10
46798,4,5.8,75
46799,16,6.3,503
46800,3,5.2,27
46801,3,5.9,62
46802,3,7.3,40
46803,14,7.9,285
46804,18,6.3,395
46805,1,8,27
46806,6,5.6,61
46807,24,6.8,538
46808,17,6.8,274
46809,7,6.8,28
46810,11,5.6,85
46811,14,5.7,146
46812,0,6.1,14
46813,13,6.7,270
46814,3,6.8,50
46815,40,6.8,1322
46816,3,3.4,38
46817,11,5.6,175
46819,9,6.8,107
46820,14,7.7,232
46821,28,6.6,671
46822,0,7,17
46823,1,6.6,29
46824,6,7.1,154
46825,3,7.2,79
46826,7,7,63
46827,5,6.7,100
46828,1,4.3,7
46829,121,8.3,8428
46830,10,7,164
46831,89,7.6,3395
46832,2,5.1,107
46833,37,7.4,941
46834,21,6.1,321
46835,14,7.5,1686
46836,51,7.8,1522
46837,45,7.1,1777
46838,3,4.8,75
46839,26,7.2,561
46840,3,7,31
46841,2,5.7,15
46842,33,7,1261
46843,8,5.3,180
46844,37,6.1,1004
46845,4,5.6,23
46846,3,7.5,18
46847,10,7.2,189
46848,25,6.5,456
46849,14,6.4,291
46850,4,5.8,62
46851,4,6.7,81
46852,7,6.4,177
46853,13,5.2,99
46854,45,7.3,2066
46855,9,6.1,181
46856,5,6.5,42
46857,13,5.9,261
46858,1,5.7,9
46859,14,6.6,348
46860,45,6.7,2210
46861,0,3.9,5
46862,5,6.6,148
46863,11,5.7,134
46864,2,4.6,30
46865,1,4.9,11
46866,3,5.5,46
46867,5,6.9,95
46868,21,7,459
46869,7,7,97
46870,8,6.9,196
46871,8,5.7,95
46872,4,6.3,39
46873,13,6.9,672
46874,6,6.6,94
46875,1,6.9,13
46876,8,6.7,21
46877,0,4.3,4
46878,10,7.3,181
46879,35,7.3,1254
46880,7,5.9,63
46881,4,5.8,18
46882,0,4.9,8
46883,6,5.9,41
46884,1,7,3
46885,5,6.6,135
46886,1,5.2,16
46887,10,6.4,215
46888,9,5.6,144
46889,4,6.9,37
46890,3,6.3,24
46891,2,5.6,33
46892,6,5.1,41
46894,12,5.8,103
46895,0,6.1,17
46896,2,4.6,21
46898,9,7,177
46899,7,7,129
46900,11,6.4,153
46901,5,5.4,33
46902,6,5.9,31
46903,2,4.1,16
46904,19,7,350
46905,4,6.6,19
46907,3,6.6,43
46908,29,7.1,664
46909,20,5.6,453
46910,16,6.8,409
46911,4,5.7,75
46912,2,5.8,26
46913,8,6.8,142
46914,1,4.5,7
46915,1,4,26
46916,0,6.1,7
46917,14,5.7,192
46918,1,5.2,13
46919,0,7,3
46920,8,6.2,116
46921,0,5.8,2
46922,7,6.2,132
46923,1,6.4,4
46924,0,6,13
46925,24,7.7,450
46926,9,5.6,244
46927,25,7.5,841
46928,38,6.4,887
46929,16,6.7,348
46930,1,4.4,17
46931,19,7,2244
46932,4,5.5,63
46933,34,6.3,553
46934,143,8.4,5893
46935,18,6.1,302
46936,45,7.2,2904
46937,17,7.1,281
46938,35,6.1,1040
46939,11,4.9,161
46940,30,6.4,533
46941,5,6.5,69
46942,29,6.7,620
46943,4,6,56
46944,17,6.8,273
46945,17,6.8,384
46946,25,6.8,881
46947,12,6.6,269
46948,30,6.3,524
46949,6,4.9,50
46950,23,6.8,1005
46951,1,7.5,10
46952,14,4.4,216
46953,5,6.3,66
46954,16,6.6,322
46955,29,7.2,691
46956,2,6.2,17
46957,19,6,306
46958,0,4,3
46959,23,6.6,483
46960,6,6.5,100
46961,9,5.8,95
46962,8,7,139
46963,21,7.3,463
46964,14,7,201
46965,2,5.6,30
46966,12,6.5,110
46967,2,6.8,84
46968,2,3.8,18
46969,4,5.7,63
46970,2,6.7,14
46971,3,7.4,64
46972,5,6.4,76
46973,15,6.1,133
46974,0,6.4,6
46975,7,6.1,56
46976,11,6.2,81
46977,21,7.4,677
46978,1,5.8,8
46979,2,5,15
46980,2,4.5,31
46981,5,6.7,46
46982,3,6.2,16
46983,8,7.1,420
46984,9,6,208
46985,7,5.7,20
46986,0,2.7,13
46987,13,6.7,212
46988,10,5.8,212
46989,5,6.2,68
46990,1,7.7,5
46991,8,7.1,164
46992,2,5.9,29
46994,8,6,73
46995,2,6.3,8
46996,34,7.2,837
46998,5,5,85
47000,1,6.5,4
47001,14,7,251
47002,8,6.9,140
47003,26,7.4,583
47004,21,6.1,843
47005,3,6.8,27
47006,6,5.8,110
47007,2,6.3,20
47008,3,6.7,62
47009,4,6.1,73
47010,25,5.6,555
47011,21,7.9,479
47012,4,5.8,44
47014,23,7.8,504
47015,60,5.6,1517
47016,0,5.2,6
47017,17,7.4,364
47018,6,6.8,116
47019,8,6.3,16
47020,11,6.8,157
47021,2,6.2,42
47022,11,7,196
47023,11,5.1,128
47024,12,7,190
47025,1,4.1,35
47026,3,7,32
47027,40,7,875
47028,24,7,559
47029,2,8,6
47030,16,6.5,305
47031,5,6.8,45
47032,1,7,6
47033,8,7.1,119
47034,2,6,16
47035,11,7.5,200
47036,74,7.3,4128
47037,11,7.4,586
47038,13,7.2,152
47039,14,7.3,267
47040,16,6.8,392
47041,67,7.2,1581
47042,49,7.5,1205
47043,16,6.8,397
47044,24,7.4,650
47045,59,7.4,1183
47046,12,7.4,145
47047,23,7,389
47048,15,6.6,365
47049,3,6.5,10
47050,5,7.1,34
47051,64,8.1,3254
47052,12,5.5,245
47053,35,5.9,858
47054,40,7.3,1000
47055,7,6.2,37
47056,10,6.7,166
47057,24,6.9,703
47058,3,6.2,26
47059,12,4.4,91
47061,4,6.6,74
47062,6,5.9,123
47063,15,6.5,354
47064,3,5.4,32
47065,26,7.4,558
47066,8,5.2,183
47067,12,6.5,320
47068,0,8,3
47069,8,6.6,91
47070,3,6.1,44
47071,14,6.4,379
47072,5,5.5,103
47073,6,6.9,113
47074,19,6.8,372
47075,7,4.8,48
47076,26,7.1,817
47077,4,6.6,61
47078,9,5.4,77
47079,15,6.4,300
47080,5,5.5,52
47081,4,7.4,80
47082,5,6.9,29
47083,1,6.2,9
47084,6,6.6,111
47085,4,6,44
47086,1,5.7,19
47087,14,7.6,259
47088,7,6.2,94
47089,12,6.6,74
47090,2,7.2,34
47091,1,4.6,17
47092,0,4.7,12
47093,1,5.7,10
47094,6,6.2,34
47095,2,5.3,22
47096,3,5.9,10
47097,0,6.5,11
47098,6,6.3,30
47099,2,4.7,25
47100,0,8,10
47101,15,6.8,206
47102,1,5.4,29
47103,1,5.4,21
47104,10,5.6,224
47105,12,6.3,14
47106,4,5.2,73
47107,2,7.6,38
47108,18,7.1,454
47109,13,7,266
47110,6,5.5,87
47111,5,6.8,66
47112,4,4.9,18
47113,4,7.2,72
47114,2,5.5,12
47116,0,10,1
47117,22,6.2,578
47118,4,6,10
47119,3,4.2,10
47120,0,4.7,11
47121,22,6.4,489
47122,0,3.9,6
47123,28,7.9,622
47124,10,6.8,207
47125,3,6.4,71
47126,10,7.3,131
47127,33,5.9,1671
47128,19,7.4,278
47129,14,7.1,426
47130,2,6.2,47
47131,2,3.3,16
47132,20,7.5,526
47133,2,5.6,28
47134,7,6.2,73
47135,15,7.6,292
47136,5,4.8,15
47137,10,6.8,97
47139,3,5.4,31
47140,5,7.2,97
47141,1,6.2,9
47142,3,5.6,28
47143,3,4.9,57
47144,1,7.3,18
47145,20,7.1,399
47146,9,6,140
47147,1,7.3,24
47148,5,5.9,45
47149,5,7.2,102
47150,0,5.4,7
47151,48,6.5,1211
47152,42,6.3,1251
47153,53,6.8,2468
47154,14,6.1,345
47155,48,6.3,1129
47156,29,5.9,669
47157,56,4.9,983
47158,17,6.5,354
47159,9,7.5,205
47160,20,5.2,563
47161,4,6.4,42
47162,6,6.7,137
47163,16,5.1,272
47164,19,7,485
47165,9,6.8,157
47166,19,5.2,449
47167,30,7.9,719
47168,59,7.9,2886
47169,20,5.1,505
47170,60,8.1,4028
47171,35,6.3,1050
47172,18,6.9,398
47173,20,7.4,750
47174,32,7.1,688
47175,3,4.7,21
47176,3,6.8,37
47177,1,5.4,22
47178,4,6.1,38
47179,3,6.5,54
47180,15,5.9,365
47181,22,7.1,478
47182,5,6.4,14
47183,26,6.1,766
47184,7,5.4,63
47185,1,6.1,27
47186,35,7.5,1104
47187,4,6,11
47188,7,6.4,86
47189,12,4.8,191
47190,18,6.2,671
47191,62,5,1551
47192,9,5,170
47194,49,7.5,2420
47195,8,4.3,48
47196,5,6.9,77
47197,9,5.9,209
47198,8,5.8,73
47199,5,6.9,83
47200,8,5.5,67
47201,17,5,356
47202,19,6.5,255
47203,38,6.7,777
47204,6,6,97
47205,0,5.4,8
47206,14,4.3,331
47207,5,6.3,9
47208,1,6.2,28
47209,3,5.2,42
47210,3,6.2,72
47211,9,6.3,147
47212,3,6.7,77
47213,3,6.6,50
47214,2,4.9,47
47215,5,6.4,91
47216,4,6.7,89
47217,9,6.6,220
47218,6,6.5,44
47219,49,8.1,1128
47220,4,6.3,55
47221,46,7.6,1794
47222,3,5.2,18
47223,4,5.9,11
47224,7,6.8,103
47225,4,6.5,91
47226,6,6.6,60
47227,0,4.6,5
47228,8,7,294
47229,3,5.4,40
47230,9,6,208
47231,2,6,55
47232,35,7.3,1247
47233,6,5.7,15
47234,21,6.6,355
47235,10,6.9,165
47236,4,5.9,58
47237,30,6.7,683
47238,6,5.8,27
47239,1,3.9,15
47240,11,6.8,281
47241,2,5.6,45
47242,0,6,2
47243,0,6.6,14
47244,0,6.5,17
47245,19,7.3,847
47246,1,6.2,13
47247,0,6.6,4
47248,1,5.5,9
47249,3,4.7,33
47250,38,6,1360
47251,3,6.2,37
47252,0,3.8,4
47253,7,4.2,151
47254,9,7,202
47255,8,6.3,80
47256,7,5.8,65
47257,1,3.2,13
47259,10,7.4,105
47260,0,3,3
47261,1,6.1,24
47262,0,5,3
47263,10,4.5,118
47264,1,4.1,7
47265,11,6.4,131
47266,0,0,0
47268,8,4.7,102
47269,2,3.5,36
47271,5,7.1,116
47272,14,7.4,231
47273,25,6.3,458
47274,38,5.7,887
47275,3,6.2,43
47276,19,7.1,471
47277,1,6.3,25
47278,7,6.3,47
47279,8,5.5,76
47280,9,5.9,139
47281,4,7.2,65
47282,35,5.6,862
47283,0,4.8,4
47284,0,4.6,8
47285,3,7,46
47286,0,1,1
47287,6,7.3,93
47288,0,5.6,6
47289,3,5.7,60
47290,0,5.9,18
47291,15,6.5,602
47292,22,5.8,408
47293,29,6.6,632
47294,20,7,322
47295,5,6.9,89
47296,30,7.2,629
47297,15,6.9,198
47298,11,7.9,2443
47299,1,6.2,19
47300,0,6.8,6
47301,3,7,71
47302,10,5.5,121
47303,61,7.7,3452
47304,0,6.1,18
47305,0,7.7,25
47306,6,6.6,132
47307,3,6.3,30
47309,0,6.2,13
47310,8,6,157
47312,5,6.6,73
47313,7,7.7,139
47314,14,5.4,251
47315,0,5.3,2
47316,127,8.2,2919
47317,3,6.9,35
47318,7,6.7,78
47319,2,7.3,57
47320,8,8.2,68
47321,6,5.5,71
47322,6,5.7,109
47323,11,7,217
47324,7,6.5,63
47325,12,7.1,111
47327,10,5.9,140
47328,16,6.1,1000
47329,0,6.9,11
47331,8,6.9,176
47332,12,6.1,183
47333,10,4.6,116
47334,25,7.5,580
47335,45,7.3,1895
47336,35,7.8,1010
47337,8,6.6,50
47338,14,6.5,250
47339,40,5.2,593
47340,22,7.1,360
47341,2,4.8,67
47342,4,6.9,68
47343,24,4.1,1022
47344,1,6.4,22
47345,15,6.5,506
47346,29,7.1,550
47347,35,7.8,717
47349,10,4.4,203
47350,43,7.5,1971
47351,17,6.4,420
47352,2,5.3,26
47353,1,5.9,15
47354,9,6.7,89
47355,2,6.8,72
47356,7,5.5,57
47357,1,4.8,10
47358,29,7.1,633
47359,18,5.4,346
47360,11,6.3,168
47361,5,6.1,77
47362,4,5.5,69
47363,22,6.5,530
47364,19,6.7,376
47365,0,3.3,8
47366,4,6.7,46
47367,4,7.3,63
47368,3,5.4,11
47369,6,6.2,80
47370,4,6.1,67
47371,12,5.9,316
47372,7,6.6,102
47373,12,8,167
47374,1,5.1,8
47375,12,6.5,415
47376,8,5.5,58
47377,5,6.5,25
47378,2,5.2,9
47379,9,6.9,228
47380,22,6.5,338
47381,1,7,23
47382,7,6.7,27
47383,2,6,26
47384,0,5.8,6
47385,1,8.1,18
47386,21,6.6,307
47387,0,6,1
47388,0,4.5,2
47389,18,6.1,291
47390,0,4.2,5
47391,3,7.1,36
47392,12,6.2,285
47393,0,6.7,7
47394,2,6.4,31
47395,3,6.2,37
47396,8,6.2,157
47397,3,5.8,38
47399,1,7.1,20
47400,6,5.2,13
47401,8,6.1,19
47402,0,5.7,9
47403,12,4.5,118
47404,4,6.6,207
47405,1,4.1,8
47406,1,5.2,20
47407,4,4.4,21
47408,9,7.5,89
47409,17,7.7,381
47410,48,7.7,970
47411,1,6.5,18
47412,3,6.2,38
47413,1,7.3,22
47414,20,7,423
47415,0,6.7,9
47416,8,6.5,195
47417,0,6.6,17
47418,2,6,21
47419,3,6.6,66
47420,21,7.4,299
47421,17,6.8,363
47422,46,7.1,1074
47423,1,5.3,11
47424,25,7,503
47425,3,7.2,173
47426,10,5.9,129
47427,2,6.9,47
47428,7,7.4,82
47429,3,7.4,46
47430,2,6.2,35
47431,10,7.1,158
47432,50,6.3,1434
47433,0,5.4,8
47434,8,5.7,70
47435,5,6.8,81
47436,25,7.8,626
47437,3,4.8,36
47438,35,7.6,742
47439,3,5.4,43
47440,20,3.8,476
47441,0,5.4,4
47442,12,6.7,583
47443,0,5.8,9
47444,3,6.7,28
47445,6,5.6,90
47446,0,2.9,7
47447,1,5.2,10
47448,0,2,1
47449,0,0,0
47450,1,4.6,10
47451,25,7.9,419
47452,1,0,0
47453,4,3.3,19
47454,3,5.3,37
47455,3,5,11
47456,1,3.6,6
47457,5,6.5,84
47458,17,6.9,358
47459,26,6.7,524
47460,1,6.2,15
47461,11,6,127
47462,192,8.3,4254
47463,44,8.1,1814
47464,4,6.8,97
47465,6,6.8,47
47466,3,6.4,66
47467,21,7.9,927
47468,15,7.4,344
47469,1,6.7,37
47470,5,6.2,66
47471,2,4.1,9
47472,0,8,1
47473,13,6.8,174
47474,26,7.5,863
47475,11,7.4,265
47476,8,6.9,150
47477,3,6.9,101
47478,11,6.8,347
47479,8,6.1,160
